"","X1","X2","city1","city2","lon1","lat1","lon2","lat2","Route","Haversine"
"1674","JFK","LYS","New York","Lyon",-74.0059413,40.7127837,4.835659,45.764043,"JFK-LYS",6152988.69997827
"1675","DEN","LYS","Denver","Lyon",-104.990251,39.7392358,4.835659,45.764043,"DEN-LYS",8234594.33304921
"1676","DEW","LYS","Dallas","Lyon",-96.7969879,32.7766642,4.835659,45.764043,"DEW-LYS",8277630.90848225
"1677","TAS","LYS","Tashkent","Lyon",69.2400734,41.2994958,4.835659,45.764043,"TAS-LYS",5079526.9019544
"1678","TIA","TLS","Tirana","Toulouse",19.8186982,41.3275459,1.444209,43.604652,"TIA-TLS",1526751.56042203
"1679","ALG","TLS","Algiers","Toulouse",3.0587561,36.753768,1.444209,43.604652,"ALG-TLS",774855.22837661
"1680","LAD","TLS","Luanda","Toulouse",13.2894368,-8.8399876,1.444209,43.604652,"LAD-TLS",5959808.81722592
"1681","AEP","TLS","Buenos Aires","Toulouse",-58.3815591,-34.6036844,1.444209,43.604652,"AEP-TLS",10606937.1108474
"1682","SYD","TLS","Sydney","Toulouse",151.2092955,-33.8688197,1.444209,43.604652,"SYD-TLS",17217052.0958428
"1683","MEL","TLS","Melbourne","Toulouse",144.9630576,-37.8136276,1.444209,43.604652,"MEL-TLS",16918600.7986655
"1684","VIE","TLS","Wien","Toulouse",16.3738189,48.2081743,1.444209,43.604652,"VIE-TLS",1262160.30854266
"1685","INN","TLS","Innsbruck","Toulouse",11.4041024,47.2692124,1.444209,43.604652,"INN-TLS",877531.20366216
"1686","KLU","TLS","Klagenfurt","Toulouse",14.3122246,46.6364598,1.444209,43.604652,"KLU-TLS",1064162.25796247
"1687","BGI","TLS","Barbados","Toulouse",-59.543198,13.193887,1.444209,43.604652,"BGI-TLS",6683999.22880375
"1688","BRU","TLS","Brussels","Toulouse",4.3517211,50.8503463,1.444209,43.604652,"BRU-TLS",835821.058698778
"1689","CRL","TLS","Brussels","Toulouse",4.3517211,50.8503463,1.444209,43.604652,"CRL-TLS",835821.058698778
"1690","LGG","TLS","Liege","Toulouse",5.5796662,50.6325574,1.444209,43.604652,"LGG-TLS",842389.982152996
"1691","GRU","TLS","São Paulo","Toulouse",-46.6333094,-23.5505199,1.444209,43.604652,"GRU-TLS",8942530.1659731
"1692","SOF","TLS","Sofia","Toulouse",23.3218675,42.6977082,1.444209,43.604652,"SOF-TLS",1774480.22084478
"1693","VAR","TLS","Varna","Toulouse",27.9147333,43.2140504,1.444209,43.604652,"VAR-TLS",2132003.4944215
"1694","YYZ","TLS","Toronto","Toulouse",-79.3831843,43.653226,1.444209,43.604652,"YYZ-TLS",6230781.03661877
"1695","YVR","TLS","Vancouver","Toulouse",-123.1207375,49.2827291,1.444209,43.604652,"YVR-TLS",8375852.46520637
"1696","SCL","TLS","Santiago","Toulouse",-70.6692655,-33.4488897,1.444209,43.604652,"SCL-TLS",11267782.4480007
"1697","PEK","TLS","Bejing","Toulouse",116.407395,39.904211,1.444209,43.604652,"PEK-TLS",8682348.68769805
"1698","PVG","TLS","Shanghai","Toulouse",121.473701,31.230416,1.444209,43.604652,"PVG-TLS",9714290.79544127
"1699","HKG","TLS","Hong Kong","Toulouse",114.109497,22.396428,1.444209,43.604652,"HKG-TLS",9988215.23094439
"1700","BOG","TLS","Bogota","Toulouse",-74.072092,4.7109886,1.444209,43.604652,"BOG-TLS",8491722.48335201
"1701","ZAG","TLS","Zagreb","Toulouse",15.981919,45.8150108,1.444209,43.604652,"ZAG-TLS",1174366.9058048
"1702","OSI","TLS","Osijek","Toulouse",18.6955144,45.5549624,1.444209,43.604652,"OSI-TLS",1382197.47642872
"1703","LCA","TLS","Larnaca","Toulouse",33.6231723,34.9002535,1.444209,43.604652,"LCA-TLS",2916617.25639753
"1704","PRG","TLS","Prague","Toulouse",14.4378005,50.0755381,1.444209,43.604652,"PRG-TLS",1221067.0660645
"1705","BRQ","TLS","Brno","Toulouse",16.6068371,49.1950602,1.444209,43.604652,"BRQ-TLS",1316592.4371943
"1706","CPH","TLS","Copenhagen","Toulouse",12.5683371,55.6760968,1.444209,43.604652,"CPH-TLS",1560570.84306158
"1707","KRP","TLS","Karup","Toulouse",9.1676629,56.307765,1.444209,43.604652,"KRP-TLS",1516179.23436389
"1708","FIH","TLS","Kinshasa","Toulouse",15.2662931,-4.4419311,1.444209,43.604652,"FIH-TLS",5525628.92442974
"1709","HRG","TLS","Hurghada","Toulouse",33.8116067,27.2578957,1.444209,43.604652,"HRG-TLS",3421094.2196834
"1710","TLL","TLS","Tallin","Toulouse",24.7535746,59.4369608,1.444209,43.604652,"TLL-TLS",2365462.62245296
"1711","URE","TLS","Kuressaare","Toulouse",22.4850408,58.2529231,1.444209,43.604652,"URE-TLS",2181192.75157175
"1712","ADD","TLS","Addis Ababa","Toulouse",38.7577605,8.9806034,1.444209,43.604652,"ADD-TLS",5279713.6528164
"1713","HEL","TLS","Helsinki","Toulouse",24.938379,60.1698557,1.444209,43.604652,"HEL-TLS",2424188.24844903
"1714","OUL","TLS","Oulu","Toulouse",25.4650773,65.0120888,1.444209,43.604652,"OUL-TLS",2809879.1117462
"1715","KUO","TLS","Kuopio","Toulouse",27.6781725,62.89797,1.444209,43.604652,"KUO-TLS",2728890.04426384
"1716","CDG","TLS","Paris","Toulouse",2.3522219,48.856614,1.444209,43.604652,"CDG-TLS",588799.723627362
"1717","LYS","TLS","Lyon","Toulouse",4.835659,45.764043,1.444209,43.604652,"LYS-TLS",360265.255476663
"1718","RNS","TLS","Rennes","Toulouse",-1.6777926,48.117266,1.444209,43.604652,"RNS-TLS",557485.71057756
"1719","TBS","TLS","Tbilisi","Toulouse",44.827096,41.7151377,1.444209,43.604652,"LLC-TLS",3517124.47969939
"1720","FRA","TLS","Frankfurt","Toulouse",8.6821267,50.1109221,1.444209,43.604652,"FRA-TLS",909107.255259003
"1721","MUC","TLS","Munich","Toulouse",11.5819806,48.1351253,1.444209,43.604652,"MUC-TLS",932539.136787673
"1722","TXL","TLS","Berlin","Toulouse",13.404954,52.5200066,1.444209,43.604652,"TXL-TLS",1329531.15011081
"1723","KEL","TLS","Kiel","Toulouse",10.1227652,54.3232927,1.444209,43.604652,"KEL-TLS",1348978.42000929
"1724","ATH","TLS","Athens","Toulouse",23.7275388,37.9838096,1.444209,43.604652,"ATH-TLS",1972289.12427798
"1725","SKG","TLS","Thessaloniki","Toulouse",22.9444191,40.6400629,1.444209,43.604652,"SKG-TLS",1800315.43072838
"1726","GPA","TLS","Araxos","Toulouse",21.425733,38.151082,1.444209,43.604652,"GPA-TLS",1782648.27153806
"1727","BUD","TLS","Budapest","Toulouse",19.040235,47.497912,1.444209,43.604652,"BUD-TLS",1434848.46619034
"1728","DEB","TLS","Debrecen","Toulouse",21.6273123,47.5316049,1.444209,43.604652,"DEB-TLS",1627254.00032791
"1729","KEF","TLS","Reykjavik","Toulouse",-21.8174393,64.1265206,1.444209,43.604652,"KEF-TLS",2713600.98306726
"1730","DEL","TLS","Delhi","Toulouse",77.1024902,28.7040592,1.444209,43.604652,"DEL-TLS",6763052.84226802
"1731","BOM","TLS","Mumbai","Toulouse",72.8776559,19.0759837,1.444209,43.604652,"BOM-TLS",7089397.95271165
"1732","CGK","TLS","Jakarta","Toulouse",106.822745,-6.1744651,1.444209,43.604652,"CGK-TLS",11730037.950682
"1733","DUB","TLS","Dublin","Toulouse",-6.2603097,53.3498053,1.444209,43.604652,"DUB-TLS",1223137.72934114
"1734","KIR","TLS","Kerry","Toulouse",-9.5259857,52.1678937,1.444209,43.604652,"KIR-TLS",1253950.9989296
"1735","TLV","TLS","Tel Aviv","Toulouse",34.7817676,32.0852999,1.444209,43.604652,"TLV-TLS",3171469.81832456
"1736","FCO","TLS","Roma","Toulouse",12.4963655,41.9027835,1.444209,43.604652,"FCO-TLS",922300.164759845
"1737","MXP","TLS","Milan","Toulouse",9.1859243,45.4654219,1.444209,43.604652,"MXP-TLS",647977.36877815
"1738","NAP","TLS","Naples","Toulouse",-81.7948103,26.1420358,1.444209,43.604652,"NAP-TLS",7529829.84749322
"1739","REG","TLS","Reggio Calabria","Toulouse",15.6472914,38.1113006,1.444209,43.604652,"REG-TLS",1340615.24795727
"1740","HND","TLS","Tokyo","Toulouse",139.6917064,35.6894875,1.444209,43.604652,"HND-TLS",10250977.6781826
"1741","FUK","TLS","Fukuoka","Toulouse",130.4017155,33.5903547,1.444209,43.604652,"FUK-TLS",10004034.4635997
"1742","AMM","TLS","Amman","Toulouse",35.9283716,31.9453666,1.444209,43.604652,"AMM-TLS",3270411.3528165
"1743","ALA","TLS","Almaty","Toulouse",76.8512485,43.2220146,1.444209,43.604652,"ALA-TLS",5872403.87172273
"1744","NBO","TLS","Nairobi","Toulouse",36.8219462,-1.2920659,1.444209,43.604652,"NBO-TLS",6113754.62256354
"1745","RIX","TLS","Riga","Toulouse",24.1051864,56.9496487,1.444209,43.604652,"RIX-TLS",2173227.3190566
"1746","LPX","TLS","Liepaja","Toulouse",21.010806,56.5046678,1.444209,43.604652,"LPX-TLS",1990750.77933365
"1747","VNO","TLS","Vilnius","Toulouse",25.2796514,54.6871555,1.444209,43.604652,"VNO-TLS",2112461.58590444
"1748","KLJ","TLS","Klaipeda","Toulouse",21.1442794,55.7032948,1.444209,43.604652,"KLJ-TLS",1944063.96371392
"1749","LUX","TLS","Luxembourg","Toulouse",6.129583,49.815273,1.444209,43.604652,"LUX-TLS",778011.336564715
"1750","MLA","TLS","La Valletta","Toulouse",14.5145528,35.8989085,1.444209,43.604652,"MLA-TLS",1406807.33888049
"1751","MEX","TLS","Mexico City","Toulouse",-99.133208,19.4326077,1.444209,43.604652,"MEX-TLS",9353552.59486643
"1752","ULN","TLS","Ulaanbaatar","Toulouse",106.9057439,47.8863988,1.444209,43.604652,"ULN-TLS",7517680.94802156
"1753","CMN","TLS","Casablanca","Toulouse",-7.5898434,33.5731104,1.444209,43.604652,"CMN-TLS",1363758.70615669
"1754","MPM","TLS","Maputo","Toulouse",32.6051351,-25.891968,1.444209,43.604652,"MPM-TLS",8365768.99307714
"1755","AMS","TLS","Amsterdam","Toulouse",4.8951679,52.3702157,1.444209,43.604652,"AMS-TLS",1008778.19314633
"1756","RTM","TLS","Rotterdam","Toulouse",4.4777325,51.9244201,1.444209,43.604652,"RTM-TLS",953338.675647739
"1757","GRQ","TLS","Groningen","Toulouse",6.5665018,53.2193835,1.444209,43.604652,"GRQ-TLS",1134520.93034271
"1758","LOS","TLS","Lagos","Toulouse",3.3792057,6.5243793,1.444209,43.604652,"LOS-TLS",4132094.77416379
"1759","OSL","TLS"," Oslo","Toulouse",10.7522454,59.9138688,1.444209,43.604652,"OSL-TLS",1921108.97124681
"1760","AKL","TLS","Auckland","Toulouse",174.7633315,-36.8484597,1.444209,43.604652,"AKL-TLS",19095839.2716002
"1761","KHI","TLS","Karachi","Toulouse",67.0099388,24.8614622,1.444209,43.604652,"KHI-TLS",6214352.54215786
"1762","LIM","TLS","Lima","Toulouse",-77.0427934,-12.046374,1.444209,43.604652,"LIM-TLS",10035301.1351453
"1763","MNL","TLS","Manila","Toulouse",120.9842195,14.5995124,1.444209,43.604652,"MNL-TLS",11118966.0727191
"1764","WAW","TLS","Warsaw","Toulouse",21.0122287,52.2296756,1.444209,43.604652,"WAW-TLS",1738652.21785277
"1765","KRK","TLS","Krakow","Toulouse",19.9449799,50.0646501,1.444209,43.604652,"KRK-TLS",1575977.39325357
"1766","WRO","TLS","Wroclaw","Toulouse",17.0385376,51.1078852,1.444209,43.604652,"WRO-TLS",1437717.11484166
"1767","BZG","TLS","Bydgoszcz","Toulouse",18.0084378,53.1234804,1.444209,43.604652,"BZG-TLS",1612839.74966149
"1768","LIS","TLS","Lisboa","Toulouse",-9.1393366,38.7222524,1.444209,43.604652,"LIS-TLS",1039014.6019978
"1769","OPO","TLS","Porto","Toulouse",-8.6291053,41.1579438,1.444209,43.604652,"OPO-TLS",871278.275313952
"1770","PXO","TLS","Madeira","Toulouse",-16.9594723,32.7607074,1.444209,43.604652,"PXO-TLS",2004924.5934097
"1771","OTP","TLS","Bucuresti","Toulouse",26.1025384,44.4267674,1.444209,43.604652,"OTP-TLS",1968676.57822208
"1772","CLJ","TLS","Cluj","Toulouse",23.6236353,46.7712101,1.444209,43.604652,"CLJ-TLS",1769184.60932164
"1773","TSR","TLS","Timisoara","Toulouse",21.2086793,45.7488716,1.444209,43.604652,"TSR-TLS",1578445.10448355
"1774","SVO","TLS","Moskov","Toulouse",-75.4116797,38.3937131,1.444209,43.604652,"SVO-TLS",6247745.99510635
"1775","LED","TLS","Saint Petersburg","Toulouse",-82.6267345,27.7518284,1.444209,43.604652,"LED-TLS",7481892.99571303
"1776","DKR","TLS","Dakar","Toulouse",-17.3660286,14.7645042,1.444209,43.604652,"DKR-TLS",3674697.0653896
"1777","ICN","TLS","Seoul","Toulouse",126.9779692,37.566535,1.444209,43.604652,"ICN-TLS",9463763.32221368
"1778","BEG","TLS","Belgrade","Toulouse",20.4489216,44.786568,1.444209,43.604652,"BEG-TLS",1519014.88786069
"1779","SIN","TLS","Singapore","Toulouse",103.819836,1.352083,1.444209,43.604652,"SIN-TLS",10907393.1032028
"1780","BTS","TLS","Bratislava","Toulouse",17.1077477,48.1485965,1.444209,43.604652,"BTS-TLS",1312078.00043033
"1781","KSC","TLS","Kosice","Toulouse",21.2610746,48.7163857,1.444209,43.604652,"KSC-TLS",1624730.97450434
"1782","LJU","TLS","Ljubljana","Toulouse",14.5057515,46.0569465,1.444209,43.604652,"LJU-TLS",1065313.90205598
"1783","MAR","TLS","Maribor","Toulouse",15.6458812,46.5546503,1.444209,43.604652,"MAR-TLS",1161772.25860464
"1784","JNB","TLS","Johannesburg","Toulouse",28.0473051,-26.2041028,1.444209,43.604652,"JNB-TLS",8232770.67755767
"1785","MAD","TLS","Madrid","Toulouse",-3.7037902,40.4167754,1.444209,43.604652,"MAD-TLS",554101.681485998
"1786","BCN","TLS","Barcelona","Toulouse",2.1734035,41.3850639,1.444209,43.604652,"BCN-TLS",254226.120229007
"1787","VLC","TLS","Valencia","Toulouse",-81.4634245,28.5229956,1.444209,43.604652,"VLC-TLS",7339075.44404161
"1788","SDR","TLS","Santander","Toulouse",-3.8099803,43.4623057,1.444209,43.604652,"SDR-TLS",424256.66190226
"1789","ARN","TLS","Stockholm","Toulouse",18.0685808,59.3293235,1.444209,43.604652,"ARN-TLS",2083157.9795625
"1790","GOT","TLS","Goteborg","Toulouse",11.97456,57.70887,1.444209,43.604652,"GOT-TLS",1732393.62145926
"1791","OSD","TLS","Ostersund","Toulouse",14.6360681,63.1766832,1.444209,43.604652,"OSD-TLS",2337386.19675647
"1792","KSD","TLS","Karlstad","Toulouse",13.5114977,59.4021806,1.444209,43.604652,"KSD-TLS",1940267.08305237
"1793","ZRH","TLS","Zurich","Toulouse",8.541694,47.3768866,1.444209,43.604652,"ZRH-TLS",694589.219157728
"1794","BKK","TLS","Bang Phli","Toulouse",100.7323332,13.6117233,1.444209,43.604652,"BKK-TLS",9707885.73518842
"1795","IST","TLS","Istanbul","Toulouse",28.9783589,41.0082376,1.444209,43.604652,"IST-TLS",2274567.02491973
"1796","DXB","TLS","Dubai","Toulouse",55.2707828,25.2048493,1.444209,43.604652,"DXB-TLS",5245875.78264422
"1797","KBP","TLS","Kiev","Toulouse",30.5234,50.4501,1.444209,43.604652,"KBP-TLS",2316777.55305286
"1798","LHR","TLS","London","Toulouse",-0.1277583,51.5073509,1.444209,43.604652,"LHR-TLS",887558.24438398
"1799","EDI","TLS","Edinburgh","Toulouse",-3.188267,55.953252,1.444209,43.604652,"EDI-TLS",1413594.73848437
"1800","MAN","TLS","Manchester","Toulouse",-2.2426305,53.4807593,1.444209,43.604652,"MAN-TLS",1132085.84274102
"1801","DSA","TLS","Doncaster Sheffield","Toulouse",-1.0109145,53.4807451,1.444209,43.604652,"DSA-TLS",1114014.47295975
"1802","LAX","TLS","Los Angelels","Toulouse",-118.2436849,34.0522342,1.444209,43.604652,"LAX-TLS",9450065.56826687
"1803","JFK","TLS","New York","Toulouse",-74.0059413,40.7127837,1.444209,43.604652,"JFK-TLS",6011581.0398577
"1804","DEN","TLS","Denver","Toulouse",-104.990251,39.7392358,1.444209,43.604652,"DEN-TLS",8186250.51623448
"1805","DEW","TLS","Dallas","Toulouse",-96.7969879,32.7766642,1.444209,43.604652,"DEW-TLS",8168119.99809741
"1806","TAS","TLS","Tashkent","Toulouse",69.2400734,41.2994958,1.444209,43.604652,"TAS-TLS",5414746.07590476
"1807","TIA","FRA","Tirana","Frankfurt",19.8186982,41.3275459,8.6821267,50.1109221,"TIA-FRA",1303020.59704334
"1808","ALG","FRA","Algiers","Frankfurt",3.0587561,36.753768,8.6821267,50.1109221,"ALG-FRA",1553708.99942325
"1809","LAD","FRA","Luanda","Frankfurt",13.2894368,-8.8399876,8.6821267,50.1109221,"LAD-FRA",6577618.75153551
"1810","AEP","FRA","Buenos Aires","Frankfurt",-58.3815591,-34.6036844,8.6821267,50.1109221,"AEP-FRA",11499174.9256272
"1811","SYD","FRA","Sydney","Frankfurt",151.2092955,-33.8688197,8.6821267,50.1109221,"SYD-FRA",16501342.3793833
"1812","MEL","FRA","Melbourne","Frankfurt",144.9630576,-37.8136276,8.6821267,50.1109221,"MEL-FRA",16339606.3077595
"1813","VIE","FRA","Wien","Frankfurt",16.3738189,48.2081743,8.6821267,50.1109221,"VIE-FRA",598316.451943523
"1814","INN","FRA","Innsbruck","Frankfurt",11.4041024,47.2692124,8.6821267,50.1109221,"INN-FRA",374213.26018442
"1815","KLU","FRA","Klagenfurt","Frankfurt",14.3122246,46.6364598,8.6821267,50.1109221,"KLU-FRA",567968.338037525
"1816","BGI","FRA","Barbados","Frankfurt",-59.543198,13.193887,8.6821267,50.1109221,"BGI-FRA",7347009.88084924
"1817","BRU","FRA","Brussels","Frankfurt",4.3517211,50.8503463,8.6821267,50.1109221,"BRU-FRA",317551.232813705
"1818","CRL","FRA","Brussels","Frankfurt",4.3517211,50.8503463,8.6821267,50.1109221,"CRL-FRA",317551.232813705
"1819","LGG","FRA","Liege","Frankfurt",5.5796662,50.6325574,8.6821267,50.1109221,"LGG-FRA",227780.675278544
"1820","GRU","FRA","São Paulo","Frankfurt",-46.6333094,-23.5505199,8.6821267,50.1109221,"GRU-FRA",9840354.02043937
"1821","SOF","FRA","Sofia","Frankfurt",23.3218675,42.6977082,8.6821267,50.1109221,"SOF-FRA",1390208.88298496
"1822","VAR","FRA","Varna","Frankfurt",27.9147333,43.2140504,8.6821267,50.1109221,"VAR-FRA",1651133.51760502
"1823","YYZ","FRA","Toronto","Frankfurt",-79.3831843,43.653226,8.6821267,50.1109221,"YYZ-FRA",6340052.04496612
"1824","YVR","FRA","Vancouver","Frankfurt",-123.1207375,49.2827291,8.6821267,50.1109221,"YVR-FRA",8057297.54964534
"1825","SCL","FRA","Santiago","Frankfurt",-70.6692655,-33.4488897,8.6821267,50.1109221,"SCL-FRA",12123564.8371256
"1826","PEK","FRA","Bejing","Frankfurt",116.407395,39.904211,8.6821267,50.1109221,"PEK-FRA",7789499.96873544
"1827","PVG","FRA","Shanghai","Frankfurt",121.473701,31.230416,8.6821267,50.1109221,"PVG-FRA",8829393.5931741
"1828","HKG","FRA","Hong Kong","Frankfurt",114.109497,22.396428,8.6821267,50.1109221,"HKG-FRA",9157533.21011966
"1829","BOG","FRA","Bogota","Frankfurt",-74.072092,4.7109886,8.6821267,50.1109221,"BOG-FRA",9099490.89862772
"1830","ZAG","FRA","Zagreb","Frankfurt",15.981919,45.8150108,8.6821267,50.1109221,"ZAG-FRA",723809.943379011
"1831","OSI","FRA","Osijek","Frankfurt",18.6955144,45.5549624,8.6821267,50.1109221,"OSI-FRA",902766.321237883
"1832","LCA","FRA","Larnaca","Frankfurt",33.6231723,34.9002535,8.6821267,50.1109221,"LCA-FRA",2634226.67129507
"1833","PRG","FRA","Prague","Frankfurt",14.4378005,50.0755381,8.6821267,50.1109221,"PRG-FRA",410963.942914465
"1834","BRQ","FRA","Brno","Frankfurt",16.6068371,49.1950602,8.6821267,50.1109221,"BRQ-FRA",579870.552825065
"1835","CPH","FRA","Copenhagen","Frankfurt",12.5683371,55.6760968,8.6821267,50.1109221,"CPH-FRA",671983.717993571
"1836","KRP","FRA","Karup","Frankfurt",9.1676629,56.307765,8.6821267,50.1109221,"KRP-FRA",690583.738374628
"1837","FIH","FRA","Kinshasa","Frankfurt",15.2662931,-4.4419311,8.6821267,50.1109221,"FIH-FRA",6105751.62678615
"1838","HRG","FRA","Hurghada","Frankfurt",33.8116067,27.2578957,8.6821267,50.1109221,"HRG-FRA",3320143.75440987
"1839","TLL","FRA","Tallin","Frankfurt",24.7535746,59.4369608,8.6821267,50.1109221,"TLL-FRA",1456552.13797849
"1840","URE","FRA","Kuressaare","Frankfurt",22.4850408,58.2529231,8.6821267,50.1109221,"URE-FRA",1272119.14457167
"1841","ADD","FRA","Addis Ababa","Frankfurt",38.7577605,8.9806034,8.6821267,50.1109221,"ADD-FRA",5353617.4187885
"1842","HEL","FRA","Helsinki","Frankfurt",24.938379,60.1698557,8.6821267,50.1109221,"HEL-FRA",1516286.11679131
"1843","OUL","FRA","Oulu","Frankfurt",25.4650773,65.0120888,8.6821267,50.1109221,"OUL-FRA",1924303.40375112
"1844","KUO","FRA","Kuopio","Frankfurt",27.6781725,62.89797,8.6821267,50.1109221,"KUO-FRA",1826214.24545424
"1845","CDG","FRA","Paris","Frankfurt",2.3522219,48.856614,8.6821267,50.1109221,"CDG-FRA",478427.436253425
"1846","LYS","FRA","Lyon","Frankfurt",4.835659,45.764043,8.6821267,50.1109221,"LYS-FRA",562350.841235993
"1847","TLS","FRA","Toulouse","Frankfurt",1.444209,43.604652,8.6821267,50.1109221,"TLS-FRA",909107.255259003
"1848","RNS","FRA","Rennes","Frankfurt",-1.6777926,48.117266,8.6821267,50.1109221,"RNS-FRA",786073.312464599
"1849","TBS","FRA","Tbilisi","Frankfurt",44.827096,41.7151377,8.6821267,50.1109221,"LLC-FRA",2918213.16680116
"1850","MUC","FRA","Munich","Frankfurt",11.5819806,48.1351253,8.6821267,50.1109221,"MUC-FRA",304923.672489858
"1851","TXL","FRA","Berlin","Frankfurt",13.404954,52.5200066,8.6821267,50.1109221,"TXL-FRA",423997.39073383
"1852","KEL","FRA","Kiel","Frankfurt",10.1227652,54.3232927,8.6821267,50.1109221,"KEL-FRA",479074.729680874
"1853","ATH","FRA","Athens","Frankfurt",23.7275388,37.9838096,8.6821267,50.1109221,"ATH-FRA",1801932.9334072
"1854","SKG","FRA","Thessaloniki","Frankfurt",22.9444191,40.6400629,8.6821267,50.1109221,"SKG-FRA",1529879.78135745
"1855","GPA","FRA","Araxos","Frankfurt",21.425733,38.151082,8.6821267,50.1109221,"GPA-FRA",1671158.53327163
"1856","BUD","FRA","Budapest","Frankfurt",19.040235,47.497912,8.6821267,50.1109221,"BUD-FRA",812391.607644627
"1857","DEB","FRA","Debrecen","Frankfurt",21.6273123,47.5316049,8.6821267,50.1109221,"DEB-FRA",989823.263476904
"1858","KEF","FRA","Reykjavik","Frankfurt",-21.8174393,64.1265206,8.6821267,50.1109221,"KEF-FRA",2374336.46499565
"1859","DEL","FRA","Delhi","Frankfurt",77.1024902,28.7040592,8.6821267,50.1109221,"DEL-FRA",6108366.44962019
"1860","BOM","FRA","Mumbai","Frankfurt",72.8776559,19.0759837,8.6821267,50.1109221,"BOM-FRA",6571134.00652113
"1861","CGK","FRA","Jakarta","Frankfurt",106.822745,-6.1744651,8.6821267,50.1109221,"CGK-FRA",11126522.966698
"1862","DUB","FRA","Dublin","Frankfurt",-6.2603097,53.3498053,8.6821267,50.1109221,"DUB-FRA",1089051.71854955
"1863","KIR","FRA","Kerry","Frankfurt",-9.5259857,52.1678937,8.6821267,50.1109221,"KIR-FRA",1288612.63929275
"1864","TLV","FRA","Tel Aviv","Frankfurt",34.7817676,32.0852999,8.6821267,50.1109221,"TLV-FRA",2941683.60299126
"1865","FCO","FRA","Roma","Frankfurt",12.4963655,41.9027835,8.6821267,50.1109221,"FCO-FRA",959804.471781377
"1866","MXP","FRA","Milan","Frankfurt",9.1859243,45.4654219,8.6821267,50.1109221,"MXP-FRA",518502.172790229
"1867","NAP","FRA","Naples","Frankfurt",-81.7948103,26.1420358,8.6821267,50.1109221,"NAP-FRA",7851635.44695424
"1868","REG","FRA","Reggio Calabria","Frankfurt",15.6472914,38.1113006,8.6821267,50.1109221,"REG-FRA",1445590.37264416
"1869","HND","FRA","Tokyo","Frankfurt",139.6917064,35.6894875,8.6821267,50.1109221,"HND-FRA",9342370.8826898
"1870","FUK","FRA","Fukuoka","Frankfurt",130.4017155,33.5903547,8.6821267,50.1109221,"FUK-FRA",9099466.26094319
"1871","AMM","FRA","Amman","Frankfurt",35.9283716,31.9453666,8.6821267,50.1109221,"AMM-FRA",3022793.69975173
"1872","ALA","FRA","Almaty","Frankfurt",76.8512485,43.2220146,8.6821267,50.1109221,"ALA-FRA",5079936.36700795
"1873","NBO","FRA","Nairobi","Frankfurt",36.8219462,-1.2920659,8.6821267,50.1109221,"NBO-FRA",6319193.19635952
"1874","RIX","FRA","Riga","Frankfurt",24.1051864,56.9496487,8.6821267,50.1109221,"RIX-FRA",1268429.36157973
"1875","LPX","FRA","Liepaja","Frankfurt",21.010806,56.5046678,8.6821267,50.1109221,"LPX-FRA",1083015.64015985
"1876","VNO","FRA","Vilnius","Frankfurt",25.2796514,54.6871555,8.6821267,50.1109221,"VNO-FRA",1233186.54972566
"1877","KLJ","FRA","Klaipeda","Frankfurt",21.1442794,55.7032948,8.6821267,50.1109221,"KLJ-FRA",1040367.49242036
"1878","LUX","FRA","Luxembourg","Frankfurt",6.129583,49.815273,8.6821267,50.1109221,"LUX-FRA",185716.406108524
"1879","MLA","FRA","La Valletta","Frankfurt",14.5145528,35.8989085,8.6821267,50.1109221,"MLA-FRA",1650489.82287371
"1880","MEX","FRA","Mexico City","Frankfurt",-99.133208,19.4326077,8.6821267,50.1109221,"MEX-FRA",9570350.92886572
"1881","ULN","FRA","Ulaanbaatar","Frankfurt",106.9057439,47.8863988,8.6821267,50.1109221,"ULN-FRA",6622519.140244
"1882","CMN","FRA","Casablanca","Frankfurt",-7.5898434,33.5731104,8.6821267,50.1109221,"CMN-FRA",2271896.28637127
"1883","MPM","FRA","Maputo","Frankfurt",32.6051351,-25.891968,8.6821267,50.1109221,"MPM-FRA",8784487.52071355
"1884","AMS","FRA","Amsterdam","Frankfurt",4.8951679,52.3702157,8.6821267,50.1109221,"AMS-FRA",364473.883372644
"1885","RTM","FRA","Rotterdam","Frankfurt",4.4777325,51.9244201,8.6821267,50.1109221,"RTM-FRA",356902.362648672
"1886","GRQ","FRA","Groningen","Frankfurt",6.5665018,53.2193835,8.6821267,50.1109221,"GRQ-FRA",375559.509780474
"1887","LOS","FRA","Lagos","Frankfurt",3.3792057,6.5243793,8.6821267,50.1109221,"LOS-FRA",4877207.34377304
"1888","OSL","FRA"," Oslo","Frankfurt",10.7522454,59.9138688,8.6821267,50.1109221,"OSL-FRA",1099090.99981034
"1889","AKL","FRA","Auckland","Frankfurt",174.7633315,-36.8484597,8.6821267,50.1109221,"AKL-FRA",18188230.6956604
"1890","KHI","FRA","Karachi","Frankfurt",67.0099388,24.8614622,8.6821267,50.1109221,"KHI-FRA",5687269.79343333
"1891","LIM","FRA","Lima","Frankfurt",-77.0427934,-12.046374,8.6821267,50.1109221,"LIM-FRA",10743479.843195
"1892","MNL","FRA","Manila","Frankfurt",120.9842195,14.5995124,8.6821267,50.1109221,"MNL-FRA",10287396.6809481
